BiGG	COG_cat	GO	KEGG	best_OG	eggNOG_Desc	eggNOGs	em_evalue	em_score	kingdom	name	nog_dataset	orf	seed_ortho	tax_scope	contig	taxa	nog_phylum	plot_classification
	J	GO:0003674,GO:0003824,GO:0004812,GO:0004823,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006429,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0016070,GO:0016874,GO:0016875,GO:0016876,GO:0019538,GO:0019752,GO:0030312,GO:0034641,GO:0034645,GO:0034660,GO:0040007,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:1901360,GO:1901564,GO:1901576	K01869	05C8T|0.0|1203.69006348	Leucyl-tRNA synthetase	05C8T@bactNOG,0QIKY@gproNOG,16QCR@proNOG,COG0495@NOG	6.499999999999996e-300	993.2	bact	LEUS	proNOG	SAMEA2623627_2805135_18	637616.MDMS009_930	bactNOG[38]	SAMEA2623627_2805135	Bacteria	Proteobacteria	diderm
	S		K00059	07EXU|1.16722975683e-87|297.603546143	Short-chain dehydrogenase reductase Sdr	01RDQ@aproNOG,07EXU@bactNOG,16RXB@proNOG,COG1028@NOG	4.299999999999999e-68	224.5	bact		proNOG	SAMEA2623627_2510910_7	314266.SKA58_16348	bactNOG[38]	SAMEA2623627_2510910	Bacteria	Proteobacteria	diderm
PRFGS,PRFGS_1	F	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009165,GO:0009987,GO:0018130,GO:0019438,GO:0019637,GO:0034641,GO:0034654,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	K01952	08JIU|2.68510575469e-295|985.136169434	phosphoribosylformylglycinamidine synthase ii	02EF6@aproNOG,08JIU@bactNOG,173BB@proNOG,COG0046@NOG	1.1999999999999993e-294	973.0	bact	PURL	proNOG	SAMEA2623627_1855253_12	684719.HIMB114_0467	bactNOG[38]	SAMEA2623627_1855253	Bacteria	Proteobacteria	diderm
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|0.0|1103.7545166	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	0.0	1363.6	bact	PRPE	proNOG	SAMEA2623627_1806757_6	335992.SAR11_0624	bactNOG[38]	SAMEA2623627_1806757	Bacteria	Proteobacteria	diderm
	S			05CSB|1.05753232677e-80|273.550170898	rhodopsin	05CSB@bactNOG,11G9N@NOG,1782J@proNOG	4.999999999999999e-91	296.3	bact		proNOG	SAMEA2623627_1549160_3	338187.VIBHAR_02160	bactNOG[38]	SAMEA2623627_1549160	Bacteria	Proteobacteria	diderm
	O	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0006605,GO:0006810,GO:0006886,GO:0006950,GO:0008104,GO:0008150,GO:0009266,GO:0009408,GO:0009409,GO:0009507,GO:0009526,GO:0009532,GO:0009536,GO:0009570,GO:0009579,GO:0009628,GO:0009941,GO:0009987,GO:0010035,GO:0010038,GO:0015031,GO:0016482,GO:0017076,GO:0030554,GO:0031967,GO:0031975,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032559,GO:0033036,GO:0033365,GO:0034613,GO:0035639,GO:0036094,GO:0042221,GO:0043167,GO:0043168,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044434,GO:0044435,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044763,GO:0044765,GO:0045036,GO:0045184,GO:0046686,GO:0046907,GO:0048046,GO:0050896,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0070727,GO:0071702,GO:0072594,GO:0072596,GO:0072598,GO:0097159,GO:1901265,GO:1901363	K03283	KOG0102|6.68137274247e-224|748.782043457	heat shock	0D965@chloroNOG,1DUAN@virNOG,COG0443@NOG,KOG0102@euNOG	1.0999999999999995e-267	883.3	euk	HSP70B		SAMEA2623627_1525500_6	436017.A4RSP0	virNOG[6]	SAMEA2623627_1525500	Viridiplantae		Eukaryotes
	E		K00928,K12524	099M8|7.44808965019e-263|877.328552246	homoserine dehydrogenase	05CFH@bactNOG,099M8@bctoNOG,COG0460@NOG,COG0527@NOG	5.699999999999997e-235	774.9	bact	THRA	bctoNOG	SAMEA2623627_1310370_27	309807.SRU_0691	bactNOG[38]	SAMEA2623627_1310370	Bacteria	Bacteroidetes	diderm
	Q	GO:0000002,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005739,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007005,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0016787,GO:0016788,GO:0032042,GO:0033554,GO:0034641,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043504,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044763,GO:0046483,GO:0050896,GO:0051716,GO:0070914,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:1901360	K13281	0IIAK|3.17563837343e-98|332.142944336	UV-damage endonuclease	0IIAK@euNOG,COG4294@NOG	4.299999999999999e-106	346.4	euk			SAMEA2623627_1069644_12	5911.EAS01904	euNOG[57]	SAMEA2623627_1069644	Eukaryotes		Eukaryotes
	O	GO:0000910,GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006091,GO:0006139,GO:0006152,GO:0006163,GO:0006195,GO:0006200,GO:0006508,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006979,GO:0007049,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009056,GO:0009057,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009125,GO:0009126,GO:0009128,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009158,GO:0009161,GO:0009164,GO:0009166,GO:0009167,GO:0009169,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009579,GO:0009765,GO:0009987,GO:0010206,GO:0010468,GO:0015979,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019222,GO:0019439,GO:0019538,GO:0019637,GO:0019684,GO:0019693,GO:0022402,GO:0030091,GO:0030163,GO:0030428,GO:0032502,GO:0034357,GO:0034641,GO:0034655,GO:0040007,GO:0042278,GO:0042454,GO:0042651,GO:0043170,GO:0043934,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044267,GO:0044270,GO:0044281,GO:0044424,GO:0044436,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044767,GO:0046034,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0050789,GO:0050896,GO:0051301,GO:0055086,GO:0060255,GO:0065007,GO:0070011,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:1901135,GO:1901136,GO:1901292,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K03798	05C3H|7.90184390793e-98|332.005157471	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins (By similarity)	05C3H@bactNOG,0D1KV@chloNOG,0D6ZT@chlorNOG,COG0465@NOG	7.899999999999999e-76	252.0	bact	FTSH	chloNOG;chlorNOG	SAMEA2623513_1203287_9	765420.OSCT_0934	bactNOG[38]	SAMEA2623513_1203287	Bacteria		Unclassified_Bact
CS	C		K01647	0P7DI|1.56770156556e-205|685.739379883	citrate synthase	05BZN@bactNOG,099U2@bctoNOG,0P7DI@flaNOG,COG0372@NOG	9.999999999999995e-205	670.8	bact	GLTA	flaNOG	SAMEA2623463_73921_4	867900.Celly_2176	bactNOG[38]	SAMEA2623463_73921	Bacteria	Flavobacteriia	diderm
	K	GO:0000003,GO:0000075,GO:0000077,GO:0000226,GO:0000278,GO:0000280,GO:0000375,GO:0000377,GO:0000398,GO:0000428,GO:0001055,GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0003899,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005665,GO:0005694,GO:0005700,GO:0005703,GO:0005737,GO:0005739,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006283,GO:0006289,GO:0006351,GO:0006352,GO:0006354,GO:0006355,GO:0006366,GO:0006367,GO:0006368,GO:0006370,GO:0006396,GO:0006397,GO:0006464,GO:0006468,GO:0006479,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007052,GO:0007067,GO:0007093,GO:0007095,GO:0007275,GO:0007346,GO:0007369,GO:0008150,GO:0008152,GO:0008213,GO:0008356,GO:0008380,GO:0009058,GO:0009059,GO:0009299,GO:0009452,GO:0009653,GO:0009790,GO:0009792,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010458,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010564,GO:0010604,GO:0010948,GO:0016032,GO:0016043,GO:0016070,GO:0016071,GO:0016310,GO:0016591,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0019538,GO:0022402,GO:0030880,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031570,GO:0031572,GO:0031974,GO:0031981,GO:0032259,GO:0032501,GO:0032502,GO:0032774,GO:0032991,GO:0033554,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0036211,GO:0036260,GO:0040008,GO:0040009,GO:0040010,GO:0042789,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043234,GO:0043412,GO:0043414,GO:0043581,GO:0043900,GO:0043902,GO:0043903,GO:0043933,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044451,GO:0044464,GO:0044699,GO:0044707,GO:0044763,GO:0044764,GO:0044767,GO:0044773,GO:0044774,GO:0045927,GO:0045935,GO:0046483,GO:0046782,GO:0048285,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048524,GO:0048598,GO:0048856,GO:0050434,GO:0050789,GO:0050792,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051301,GO:0051704,GO:0051716,GO:0051726,GO:0055029,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071822,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901987,GO:1901988,GO:1901990,GO:1901991,GO:2000112,GO:2001141	K03006	KOG0260|1.84849232551e-118|363.468902588	DNA-directed RNA Polymerase	COG0086@NOG,KOG0260@euNOG	7.899999999999999e-141	465.6	euk	POLR2A		SAMEA2623463_2283511_1	39946.BGIOSGA018790-PA	euNOG[57]	SAMEA2623463_2283511	Eukaryotes		Eukaryotes
	S			06DR7|5.4742240978e-23|75.7836990356	MORN repeat protein	01U82@aproNOG,06DR7@bactNOG,16WVI@proNOG,COG4642@NOG	6.099999999999999e-40	131.2	bact	SP_2027	proNOG	SAMEA2623463_1416886_14	314265.R2601_14365	bactNOG[38]	SAMEA2623463_1416886	Bacteria	Proteobacteria	diderm
	B, K			KOG2535|2.05578532925e-138|466.696777344	Elongator complex protein	COG1243@NOG,KOG2535@euNOG	1.0999999999999997e-117	386.8	euk			SAMEA2623463_1412153_9	65071.PYU1_T004489	euNOG[57]	SAMEA2623463_1412153	Eukaryotes		Eukaryotes
	E		K03310	0P862|1.00215197392e-213|712.935180664	amino acid carrier protein	05BZG@bactNOG,09AGD@bctoNOG,0P862@flaNOG,COG1115@NOG	2.5999999999999993e-234	770.2	bact	DAGA	flaNOG	SAMEA2623446_593122_1	313590.MED134_02355	bactNOG[38]	SAMEA2623446_593122	Bacteria	Flavobacteriia	diderm
	P		K06213	05CJW|7.8803284638e-94|316.882049561	magnesium transporter	05CJW@bactNOG,1DHBZ@verNOG,1DN1W@verrNOG,COG2239@NOG	1.4999999999999998e-67	224.9	bact	MGTE	verNOG;verrNOG	SAMEA2623446_312823_5	382464.VDG1235_784	bactNOG[38]	SAMEA2623446_312823	Bacteria		Unclassified_Bact
ENO	G	GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0009986,GO:0044424,GO:0044464	K01689	05C70|3.12373139499e-209|698.162475586	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis (By similarity)	05C70@bactNOG,099YR@bctoNOG,0P7QI@flaNOG,COG0148@NOG	5.799999999999997e-197	651.0	bact	ENO	bctoNOG;flaNOG	SAMEA2623446_1712242_5	487796.Flav2ADRAFT_1458	bactNOG[38]	SAMEA2623446_1712242	Bacteria		Unclassified_Bact
	U	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006605,GO:0006612,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015031,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019439,GO:0019637,GO:0019693,GO:0030312,GO:0030529,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0033036,GO:0034613,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0040007,GO:0042278,GO:0042454,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045184,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046903,GO:0046907,GO:0048500,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055086,GO:0070727,GO:0071702,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K03106	05CB9|1.40508226659e-207|694.318725586	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	05CB9@bactNOG,099NM@bctoNOG,0P7TT@flaNOG,COG0541@NOG	6.899999999999998e-191	630.9	bact	FFH	bctoNOG;flaNOG	SAMEA2623446_1545299_3	655815.ZPR_3836	bactNOG[38]	SAMEA2623446_1545299	Bacteria		Unclassified_Bact
	H	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	K02548	05EIS|9.11879928075e-66|224.997375488	1,4-dihydroxy-2-naphthoate octaprenyltransferase	02B0D@aproNOG,05EIS@bactNOG,16QJH@proNOG,COG1575@NOG	5.599999999999998e-110	362.5	bact	MENA	proNOG	SAMEA2623446_1457557_2	349163.Acry_0341	bactNOG[38]	SAMEA2623446_1457557	Bacteria	Proteobacteria	diderm
	L	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464	K03701	05C5U|0.0|1485.13220215	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate (By similarity)	05C5U@bactNOG,153UC@plaNOG,COG0178@NOG	0.0	1774.4	bact	UVRA	plaNOG	SAMEA2623446_116969_50	314230.DSM3645_11691	bactNOG[38]	SAMEA2623446_116969	Bacteria	Planctomycetes	diderm
	O	GO:0003674,GO:0003824,GO:0006508,GO:0008150,GO:0008152,GO:0008233,GO:0009987,GO:0016787,GO:0019538,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0071704	K03694,K03696	0QHWR|1.57317418555e-318|1060.75549316	Atp-dependent clp protease atp-binding subunit	05C2Z@bactNOG,0QHWR@gproNOG,16PES@proNOG,COG0542@NOG	1.3999999999999992e-264	873.4	bact	CLPA	proNOG	SAMEA2623426_882410_3	658187.LDG_5315	bactNOG[38]	SAMEA2623426_882410	Bacteria	Proteobacteria	diderm
DB4PS,GTPCII,GTPCII2	H		K14652	05C66|3.10306612348e-178|597.91015625	Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate (By similarity)	05C66@bactNOG,COG0108@NOG,COG0807@NOG	3.4999999999999993e-155	513.0	bact	RIBBA	bactNOG	SAMEA2623426_536471_10	1033810.HLPCO_06864	bactNOG[38]	SAMEA2623426_536471	Bacteria	Bacteria	Unclassified_Bact
	F	GO:0000082,GO:0000083,GO:0000166,GO:0000278,GO:0001101,GO:0001501,GO:0001654,GO:0002064,GO:0002065,GO:0002066,GO:0002069,GO:0002070,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0004799,GO:0005488,GO:0005515,GO:0005542,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0005759,GO:0005829,GO:0005975,GO:0005976,GO:0006082,GO:0006139,GO:0006206,GO:0006213,GO:0006220,GO:0006221,GO:0006231,GO:0006259,GO:0006260,GO:0006281,GO:0006355,GO:0006357,GO:0006520,GO:0006575,GO:0006725,GO:0006732,GO:0006753,GO:0006760,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006974,GO:0007049,GO:0007154,GO:0007165,GO:0007275,GO:0007399,GO:0007423,GO:0007568,GO:0007584,GO:0007623,GO:0008144,GO:0008150,GO:0008152,GO:0008168,GO:0009058,GO:0009059,GO:0009112,GO:0009116,GO:0009117,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009157,GO:0009162,GO:0009163,GO:0009165,GO:0009176,GO:0009177,GO:0009219,GO:0009221,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009605,GO:0009636,GO:0009653,GO:0009719,GO:0009725,GO:0009790,GO:0009792,GO:0009888,GO:0009889,GO:0009987,GO:0009991,GO:0010033,GO:0010171,GO:0010243,GO:0010468,GO:0010556,GO:0014070,GO:0016020,GO:0016032,GO:0016597,GO:0016740,GO:0016741,GO:0018130,GO:0019048,GO:0019087,GO:0019088,GO:0019219,GO:0019222,GO:0019438,GO:0019637,GO:0019692,GO:0019752,GO:0019842,GO:0019860,GO:0019866,GO:0020021,GO:0021700,GO:0022008,GO:0022402,GO:0022403,GO:0023052,GO:0030154,GO:0030855,GO:0031090,GO:0031099,GO:0031100,GO:0031323,GO:0031326,GO:0031406,GO:0031667,GO:0031960,GO:0031966,GO:0031967,GO:0031974,GO:0031975,GO:0031981,GO:0032259,GO:0032501,GO:0032502,GO:0032570,GO:0033189,GO:0033273,GO:0033554,GO:0033993,GO:0034097,GO:0034641,GO:0034645,GO:0034654,GO:0035556,GO:0035821,GO:0036094,GO:0040007,GO:0042083,GO:0042221,GO:0042493,GO:0042558,GO:0042802,GO:0042803,GO:0043010,GO:0043167,GO:0043168,GO:0043170,GO:0043200,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043436,GO:0044003,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044281,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044699,GO:0044700,GO:0044707,GO:0044710,GO:0044763,GO:0044764,GO:0044767,GO:0044770,GO:0044772,GO:0045471,GO:0046073,GO:0046078,GO:0046134,GO:0046385,GO:0046483,GO:0046653,GO:0046683,GO:0046983,GO:0048015,GO:0048017,GO:0048037,GO:0048468,GO:0048469,GO:0048511,GO:0048513,GO:0048545,GO:0048565,GO:0048589,GO:0048731,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051186,GO:0051216,GO:0051252,GO:0051325,GO:0051329,GO:0051384,GO:0051593,GO:0051701,GO:0051704,GO:0051716,GO:0051817,GO:0055086,GO:0055123,GO:0060041,GO:0060255,GO:0060429,GO:0060574,GO:0060575,GO:0060576,GO:0061448,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:0072341,GO:0072527,GO:0072528,GO:0080090,GO:0090304,GO:0090407,GO:0097159,GO:0097305,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901654,GO:1901657,GO:1901659,GO:1901698,GO:1901700,GO:2000112,GO:2001141	K00560	KOG0673|1.42103968355e-143|484.160369873	thymidylate synthase	0V6C6@meNOG,12NX6@opiNOG,COG0207@NOG,KOG0673@euNOG	1.9999999999999995e-105	346.4	euk	TYMS		SAMEA2623426_1843906_4	10228.TriadP18453	meNOG[21]	SAMEA2623426_1843906	Animals		Eukaryotes
	S			08SQ0|6.18416120937e-83|281.102874756	Membrane	08SQ0@bactNOG,11HFE@NOG	5e-76	245.1	bact		bactNOG	SAMEA2623426_1027111_7	441768.ACL_1397	bactNOG[38]	SAMEA2623426_1027111	Bacteria	Bacteria	Unclassified_Bact
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|2.35976127832e-318|1060.09265137	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	0.0	1255.0	bact	PRPE	proNOG	SAMEA2623390_509341_4	439493.PB7211_25	bactNOG[38]	SAMEA2623390_509341	Bacteria	Proteobacteria	diderm
ACS2	I	GO:0003674,GO:0003824,GO:0006082,GO:0006629,GO:0006631,GO:0008150,GO:0008152,GO:0009056,GO:0009062,GO:0009987,GO:0016042,GO:0016054,GO:0016874,GO:0016877,GO:0016878,GO:0019541,GO:0019543,GO:0019626,GO:0019752,GO:0032787,GO:0043436,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0046395,GO:0046459,GO:0071704,GO:0072329,GO:1901575	K01895,K01908	02E9D|0.0|1093.95031738	AmP-dependent synthetase and ligase	02E9D@aproNOG,08IQF@bactNOG,172WM@proNOG,COG0365@NOG	0.0	1299.1	bact	PRPE	proNOG	SAMEA2623390_2005742_3	335992.SAR11_0624	bactNOG[38]	SAMEA2623390_2005742	Bacteria	Proteobacteria	diderm
	U	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006152,GO:0006163,GO:0006184,GO:0006195,GO:0006605,GO:0006612,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0008104,GO:0008150,GO:0008152,GO:0009056,GO:0009116,GO:0009117,GO:0009119,GO:0009141,GO:0009143,GO:0009144,GO:0009146,GO:0009150,GO:0009154,GO:0009164,GO:0009166,GO:0009199,GO:0009203,GO:0009205,GO:0009207,GO:0009259,GO:0009261,GO:0009987,GO:0015031,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019439,GO:0019637,GO:0019693,GO:0030312,GO:0030529,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0033036,GO:0034613,GO:0034641,GO:0034655,GO:0035639,GO:0036094,GO:0040007,GO:0042278,GO:0042454,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0044699,GO:0044710,GO:0044763,GO:0044765,GO:0045184,GO:0046039,GO:0046128,GO:0046130,GO:0046434,GO:0046483,GO:0046700,GO:0046903,GO:0046907,GO:0048500,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0055086,GO:0070727,GO:0071702,GO:0071704,GO:0071944,GO:0072521,GO:0072523,GO:0097159,GO:1901068,GO:1901069,GO:1901135,GO:1901136,GO:1901265,GO:1901292,GO:1901360,GO:1901361,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658	K03106	05CB9|2.58332013014e-215|719.878845215	Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY	05CB9@bactNOG,099NM@bctoNOG,0P7TT@flaNOG,COG0541@NOG	8.099999999999997e-222	733.1	bact	FFH	bctoNOG;flaNOG	SAMEA2623370_371893_8	983548.Krodi_0046	bactNOG[38]	SAMEA2623370_371893	Bacteria		Unclassified_Bact
