#orf	Prob	Evalue	Pvalue	Score	SS	Cols	Query_HMM	Template_HMM	Identity	Similarity	Sum_probs	Template_Neff	subject_header
SAMEA2623673_937464_5	99.4	9.7E-17	1.9E-21	173.2	0.0	337	307-677	1-373 (379)	13	0.060	0.0	10.900	3JA6_C Chemotaxis protein CheW, Chemotaxis protein; bacterial chemotaxis, core-signaling unit, adaptor; 12.7A {Escherichia coli}
SAMEA2591122_833909_15	100.0	1.7E-37	3.2E-42	270.6	0.0	210	7-222	13-242 (262)	19	0.257	0.0	7.800	1M0K_A BACTERIORHODOPSIN; ION PUMP, MEMBRANE PROTEIN, RETINAL; HET: LI1, SQU, RET; 1.43A {Halobacterium salinarum} SCOP: f.13.1.1
SAMEA2619548_337353_18	98.1	5.9E-09	1.1E-13	95.1	0.0	163	172-365	75-244 (258)	15	0.206	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621203_1184903_11	100.0	7.3E-37	1.4E-41	257.6	0.0	205	1-208	3-223 (235)	18	0.241	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2623275_2203669_5	100.0	1.4E-44	2.7E-49	307.7	0.0	226	2-242	3-228 (229)	19	0.244	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2619399_2620831_4	98.3	1.2E-09	2.4E-14	101.8	0.0	194	233-516	43-245 (258)	14	0.156	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619678_696483_6	98.4	3E-10	5.7E-15	102.7	0.0	183	78-262	45-235 (258)	16	0.176	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621203_2365200_7	99.9	1.1E-31	2.1E-36	234.8	0.0	200	9-233	10-227 (235)	21	0.315	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623488_1373546_4	100.0	1.1E-43	2.1E-48	310.4	0.0	233	25-257	2-235 (235)	55	0.995	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621487_1689284_2	100.0	1.3E-45	2.6E-50	326.9	0.0	247	1-247	10-276 (288)	26	0.496	0.0	7.600	4XTL_A KR2; ion pump, membrane protein; HET: LYR, GOL, LFA; 1.45A {Dokdonia eikasta}
SAMEA2622173_1414316_2	100.0	2.3E-40	4.4E-45	300.8	0.0	222	67-305	2-229 (229)	26	0.386	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2621216_3319480_3	100.0	3.1E-40	6E-45	304.5	0.0	232	37-279	21-276 (288)	18	0.304	0.0	7.600	4XTL_A KR2; ion pump, membrane protein; HET: LYR, GOL, LFA; 1.45A {Dokdonia eikasta}
SAMEA2623488_1867846_3	100.0	1.5E-42	2.9E-47	303.7	0.0	227	31-257	4-230 (235)	52	1.043	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622316_686588_6	98.4	4.7E-10	9.1E-15	102.3	0.0	190	130-368	43-241 (258)	14	0.173	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619766_28677_3	100.0	5E-39	9.6E-44	296.4	0.0	232	2-256	4-243 (243)	48	0.951	0.0	7.800	2L6X_A Green-light absorbing proteorhodopsin; proteorhodopsin, membrane protein structure, cell-free; HET: RET; NMR {uncultured marine gamma proteobacterium EBAC31A08}
SAMEA2623627_2069935_1	100.0	8.4E-43	1.6E-47	294.1	0.0	222	6-229	9-230 (235)	62	1.116	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621076_131175_4	100.0	2.3E-41	4.4E-46	298.8	0.0	224	37-267	4-228 (235)	56	1.053	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623135_139002_9	99.9	1.1E-32	2.1E-37	240.4	0.0	200	6-234	7-228 (229)	21	0.373	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2622219_1395153_22	100.0	1.3E-34	2.6E-39	248.4	0.0	195	5-219	3-209 (220)	18	0.259	0.0	8.300	5JSI_A Nitrate/nitrite sensor protein NarQ (E.C.2.7.13.3); membrane protein, iodide, UNKNOWN FUNCTION; HET: OLC, LYR, LFA, IOD; 2.0A {Candidatus Actinomarina minuta}
SAMEA2619766_7721_9	100.0	7.1E-45	1.4E-49	320.5	0.0	244	3-252	8-261 (273)	61	1.033	0.0	7.700	3DDL_A Xanthorhodopsin; rhodopsin, carotenoid, ion pump, light-harvesting; HET: SXN, UNL, PCW, RET, PX4; 1.9A {Salinibacter ruber}
SAMEA2619782_20629_6	100.0	8.1E-49	1.6E-53	333.3	0.0	235	1-235	1-235 (235)	99	1.586	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619927_68355_3	100.0	1.2E-33	2.3E-38	245.8	0.0	197	11-229	12-229 (229)	19	0.334	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2622219_2257336_4	100.0	5.5E-40	1.1E-44	305.5	0.0	230	100-342	2-233 (235)	30	0.574	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619548_790908_1	100.0	2.4E-42	4.6E-47	293.4	0.0	229	6-237	2-230 (235)	52	0.951	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619678_398018_12	100.0	6.3E-42	1.2E-46	290.0	0.0	224	5-228	3-228 (235)	56	0.999	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619548_1963449_4	100.0	8.7E-43	1.7E-47	289.2	0.0	217	1-221	1-219 (220)	74	1.176	0.0	8.300	5JSI_A Nitrate/nitrite sensor protein NarQ (E.C.2.7.13.3); membrane protein, iodide, UNKNOWN FUNCTION; HET: OLC, LYR, LFA, IOD; 2.0A {Candidatus Actinomarina minuta}
SAMEA2622766_213679_12	100.0	7.4E-42	1.4E-46	289.1	0.0	222	3-226	2-231 (235)	29	0.601	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2620980_1416762_3	100.0	1.1E-43	2.2E-48	298.0	0.0	229	1-230	1-229 (235)	49	0.934	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620570_1451421_10	99.9	7E-32	1.3E-36	230.6	0.0	194	1-208	1-220 (229)	19	0.276	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2623079_2977145_23	100.0	6.3E-42	1.2E-46	301.8	0.0	229	20-264	9-239 (244)	18	0.247	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2619399_1463837_4	100.0	5.1E-42	9.8E-47	300.0	0.0	226	33-258	3-228 (235)	63	1.152	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623390_509341_3	100.0	1.4E-42	2.7E-47	302.8	0.0	231	25-257	2-233 (235)	52	1.046	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619766_7030_8	100.0	1.4E-43	2.6E-48	300.2	0.0	231	1-231	1-232 (235)	58	1.073	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623756_2188174_11	100.0	4.1E-42	7.8E-47	286.7	0.0	220	1-223	1-220 (220)	63	1.102	0.0	8.300	5JSI_A Nitrate/nitrite sensor protein NarQ (E.C.2.7.13.3); membrane protein, iodide, UNKNOWN FUNCTION; HET: OLC, LYR, LFA, IOD; 2.0A {Candidatus Actinomarina minuta}
SAMEA2622173_1729339_28	100.0	1E-35	2E-40	259.2	0.0	199	4-225	16-240 (244)	18	0.260	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2591057_459229_2	100.0	1.4E-42	2.6E-47	304.0	0.0	227	31-257	4-230 (235)	56	1.012	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619531_2043101_13	100.0	5.2E-42	1E-46	305.4	0.0	227	6-238	10-269 (291)	17	0.236	0.0	7.200	5B0W_B Halorhodopsin; seven trans-membrane helices, retinylidene protein; HET: RET, L3P, 22B, BNG; 1.7A {Natronomonas pharaonis DSM 2160}
SAMEA2621839_90689_3	100.0	1.3E-36	2.4E-41	280.2	0.0	210	85-307	7-239 (244)	21	0.239	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2619531_913490_5	100.0	8.9E-43	1.7E-47	293.4	0.0	225	2-227	5-229 (235)	58	1.030	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620929_1889583_4	100.0	1.1E-41	2.2E-46	303.2	0.0	221	41-276	3-229 (229)	24	0.304	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2621075_1851117_13	99.9	7.1E-33	1.4E-37	239.1	0.0	196	3-223	1-222 (227)	17	0.256	0.0	8.200	1S51_A bacteriorhodopsin; membrane protein  bacteriorhodopsin, PROTON; HET: RET; 2.0A {Halobacterium salinarum} SCOP: f.13.1.1
SAMEA2619399_2847318_3	100.0	6.8E-44	1.3E-48	302.0	0.0	226	6-231	5-231 (235)	65	1.130	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621779_592057_3	100.0	3.4E-38	6.5E-43	271.9	0.0	220	3-230	2-241 (244)	19	0.256	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2622097_262053_2	47.7	9.8	0.00019	33.5	0.0	118	184-301	80-200 (258)	14	0.084	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2591108_975459_9	98.4	2.6E-10	5E-15	103.4	0.0	188	79-270	43-235 (258)	14	0.146	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2620979_616676_5	99.9	7.9E-32	1.5E-36	232.6	0.0	204	1-230	1-216 (220)	17	0.199	0.0	8.300	5JSI_A Nitrate/nitrite sensor protein NarQ (E.C.2.7.13.3); membrane protein, iodide, UNKNOWN FUNCTION; HET: OLC, LYR, LFA, IOD; 2.0A {Candidatus Actinomarina minuta}
SAMEA2620081_976445_2	98.4	2.4E-10	4.6E-15	102.8	0.0	183	64-251	41-235 (258)	14	0.238	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619766_20287_6	100.0	1.1E-41	2E-46	297.7	0.0	224	21-249	5-238 (244)	19	0.250	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2591122_2062803_1	100.0	1.4E-41	2.6E-46	288.5	0.0	224	7-236	5-229 (235)	59	1.114	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620979_1404549_10	99.9	4.2E-30	8.1E-35	229.6	0.0	205	10-238	6-230 (235)	16	0.262	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2620979_1594719_8	98.3	9.9E-10	1.9E-14	100.5	0.0	187	75-280	45-236 (258)	16	0.175	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2621076_1002331_8	100.0	1.5E-42	2.8E-47	307.0	0.0	237	8-244	14-277 (288)	22	0.360	0.0	7.600	4XTL_A KR2; ion pump, membrane protein; HET: LYR, GOL, LFA; 1.45A {Dokdonia eikasta}
SAMEA2591108_1477953_5	100.0	1E-43	2E-48	300.9	0.0	225	6-232	5-231 (235)	53	0.943	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621839_2157259_1	100.0	1.2E-41	2.2E-46	301.9	0.0	224	7-242	2-254 (273)	31	0.559	0.0	7.700	3DDL_A Xanthorhodopsin; rhodopsin, carotenoid, ion pump, light-harvesting; HET: SXN, UNL, PCW, RET, PX4; 1.9A {Salinibacter ruber}
SAMEA2621132_2958224_4	100.0	2.3E-37	4.5E-42	266.9	0.0	202	11-222	13-235 (244)	22	0.294	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2619667_4709_2	100.0	4.9E-42	9.5E-47	297.2	0.0	222	22-245	4-229 (235)	65	1.144	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622316_1666072_2	100.0	1.9E-49	3.7E-54	352.5	0.0	255	3-261	7-261 (275)	36	0.657	0.0	7.900	5FJG_A CHLORIDE PUMPING RHODOPSIN; TRANSPORT PROTEIN; HET: OLA, ANR; 2.0A {NONLABENS MARINUS S1-08}
SAMEA2619952_1821841_5	97.4	4.7E-07	9.1E-12	79.9	0.0	150	160-317	45-201 (258)	16	0.188	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2623627_2862838_2	100.0	2E-39	3.9E-44	289.3	0.0	213	29-265	16-239 (244)	22	0.289	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2620980_1977965_73	100.0	8.5E-42	1.6E-46	296.9	0.0	225	5-250	7-232 (235)	42	0.757	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2591057_859571_4	100.0	1.6E-42	3.1E-47	302.9	0.0	229	19-254	2-232 (243)	72	1.216	0.0	7.800	2L6X_A Green-light absorbing proteorhodopsin; proteorhodopsin, membrane protein structure, cell-free; HET: RET; NMR {uncultured marine gamma proteobacterium EBAC31A08}
SAMEA2619678_1447364_1	100.0	7.2E-47	1.4E-51	311.6	0.0	220	1-220	1-220 (220)	100	1.529	0.0	8.300	5JSI_A Nitrate/nitrite sensor protein NarQ (E.C.2.7.13.3); membrane protein, iodide, UNKNOWN FUNCTION; HET: OLC, LYR, LFA, IOD; 2.0A {Candidatus Actinomarina minuta}
SAMEA2622766_1252431_2	100.0	2E-36	3.8E-41	264.4	0.0	198	4-227	16-239 (244)	19	0.354	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2623850_1507933_3	100.0	3.4E-42	6.5E-47	287.3	0.0	219	2-220	3-228 (235)	42	0.824	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619531_1704938_6	100.0	2.5E-41	4.8E-46	295.9	0.0	228	28-259	4-232 (235)	56	1.021	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621203_2414717_10	100.0	1.2E-33	2.3E-38	245.6	0.0	203	22-237	3-220 (229)	19	0.265	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2619766_20873_5	100.0	2.8E-42	5.4E-47	302.7	0.0	232	26-258	2-234 (235)	58	1.090	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619399_1989091_13	100.0	1.8E-38	3.5E-43	272.3	0.0	212	13-227	2-229 (235)	17	0.233	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2591074_1428164_3	100.0	2.3E-42	4.4E-47	303.7	0.0	231	29-262	2-232 (235)	54	1.059	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620021_2656491_2	100.0	1E-36	2E-41	264.2	0.0	204	9-230	3-221 (229)	20	0.248	0.0	8.200	3AM6_B rhodopsin-2; seven trans-membrane, Transport Protein; HET: RET, CLR; 3.2A {Acetabularia acetabulum}
SAMEA2621044_95932_10	100.0	4.4E-42	8.5E-47	313.1	0.0	245	24-271	1-278 (288)	19	0.273	0.0	7.600	4XTN_A KR2; ion pump, membrane protein; HET: LFA, MPG, LYR, NA; 2.2A {Dokdonia eikasta}
SAMEA2622316_434266_5	100.0	1.3E-42	2.5E-47	303.1	0.0	229	27-255	4-232 (235)	55	1.052	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619782_1618_18	96.2	0.00012	2.3E-09	64.6	0.0	146	65-211	46-196 (258)	12	0.114	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619927_781061_3	100.0	3.1E-42	5.9E-47	291.2	0.0	226	2-231	5-231 (235)	59	1.094	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622316_640431_11	100.0	1E-41	1.9E-46	287.4	0.0	218	3-222	5-230 (235)	46	0.884	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2622657_1154659_4	100.0	6.5E-42	1.3E-46	311.5	0.0	231	38-274	21-270 (288)	22	0.354	0.0	7.600	4XTN_A KR2; ion pump, membrane protein; HET: LFA, MPG, LYR, NA; 2.2A {Dokdonia eikasta}
SAMEA2619857_124935_7	98.5	1.6E-10	3.1E-15	105.2	0.0	188	104-300	43-240 (258)	18	0.205	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619840_1232665_5	100.0	4.5E-42	8.7E-47	288.9	0.0	225	2-229	6-230 (235)	52	0.954	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2619548_2069993_3	100.0	2.7E-43	5.2E-48	298.4	0.0	229	2-231	3-233 (235)	51	0.942	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621221_943826_6	98.4	3.5E-10	6.6E-15	107.0	0.0	193	189-441	45-245 (258)	13	0.111	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2623919_2110347_4	100.0	1.5E-34	3E-39	244.3	0.0	204	1-220	1-216 (220)	18	0.217	0.0	8.300	5JSI_A Nitrate/nitrite sensor protein NarQ (E.C.2.7.13.3); membrane protein, iodide, UNKNOWN FUNCTION; HET: OLC, LYR, LFA, IOD; 2.0A {Candidatus Actinomarina minuta}
SAMEA2622710_620822_20	98.5	1.6E-10	3.1E-15	107.7	0.0	192	139-339	45-241 (258)	13	0.168	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2622710_2303590_7	96.0	0.00021	4E-09	65.3	0.0	82	168-250	43-130 (258)	11	0.228	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619548_1753952_3	98.1	5.9E-09	1.1E-13	94.8	0.0	171	148-349	75-252 (258)	17	0.191	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2622766_1599054_5	98.3	6.5E-10	1.2E-14	101.7	0.0	181	101-286	45-235 (258)	12	0.162	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2622765_625272_39	100.0	3.1E-42	5.9E-47	299.9	0.0	234	16-250	1-235 (235)	56	1.003	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623350_2385066_7	100.0	5.2E-42	1E-46	299.9	0.0	226	27-253	4-231 (235)	52	0.976	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623116_648899_8	100.0	8.2E-42	1.6E-46	292.7	0.0	228	7-237	5-233 (235)	58	1.091	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2620980_410171_3	100.0	3.2E-40	6.2E-45	284.4	0.0	216	17-243	2-226 (235)	17	0.285	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2622837_2773651_11	100.0	2.2E-42	4.3E-47	302.5	0.0	227	25-252	2-229 (235)	47	0.975	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623850_2346507_4	100.0	4.9E-42	9.5E-47	304.3	0.0	230	39-269	2-235 (235)	55	0.996	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2623275_180087_4	99.9	9.6E-32	1.8E-36	236.2	0.0	196	10-226	21-242 (244)	17	0.260	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2621536_1946247_19	99.7	4.4E-22	8.5E-27	195.3	0.0	150	230-394	75-235 (258)	22	0.300	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2622097_1111965_6	97.0	5.7E-06	1.1E-10	73.8	0.0	196	71-296	43-242 (258)	18	0.191	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2619766_6745_13	100.0	1.4E-44	2.8E-49	310.2	0.0	223	6-244	2-224 (247)	20	0.316	0.0	7.900	2KSY_A Sensory rhodopsin II; membrane proteins, NMR spectroscopy, receptors; HET: RET; NMR {Natronomonas pharaonis}
SAMEA2622737_1246822_10	100.0	7.2E-43	1.4E-47	296.0	0.0	227	1-229	1-230 (243)	56	1.023	0.0	7.800	2L6X_A Green-light absorbing proteorhodopsin; proteorhodopsin, membrane protein structure, cell-free; HET: RET; NMR {uncultured marine gamma proteobacterium EBAC31A08}
SAMEA2622766_1082289_20	100.0	6.1E-34	1.2E-38	249.7	0.0	200	9-230	5-225 (247)	18	0.243	0.0	7.900	2KSY_A Sensory rhodopsin II; membrane proteins, NMR spectroscopy, receptors; HET: RET; NMR {Natronomonas pharaonis}
SAMEA2621021_1978021_42	100.0	1.9E-43	3.6E-48	301.4	0.0	227	7-245	2-229 (235)	15	0.161	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
SAMEA2621401_1502271_3	100.0	1.4E-41	2.7E-46	290.1	0.0	226	6-240	3-229 (235)	44	0.860	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621203_2121054_8	100.0	1.3E-34	2.5E-39	250.3	0.0	189	6-213	20-234 (244)	20	0.329	0.0	8.000	3WT9_A Rhodopsin I; MEMBRANE PROTEIN, RETINAL, WATER CLUSTER; HET: RET, OLC; 1.48A {Acetabularia acetabulum}
SAMEA2621216_2293027_2	98.4	2.3E-10	4.4E-15	104.3	0.0	188	103-294	45-241 (258)	13	0.150	0.0	8.100	4HYJ_A Rhodopsin; Seven-helical transmembrane protein, Proton pump; HET: LFA, RET; 2.3A {Exiguobacterium sibiricum}
SAMEA2622822_1061884_2	100.0	3.3E-43	6.3E-48	306.5	0.0	229	24-253	3-232 (235)	47	0.956	0.0	8.300	4JQ6_B Proteorhodopsin; retinylidene protein, ion transport, PROTON; HET: LI1, RET; 2.31A {uncultured bacterium}
SAMEA2621536_1978433_22	100.0	1.1E-39	2.2E-44	280.1	0.0	219	14-239	2-226 (235)	16	0.224	0.0	8.200	2M3G_C Bacteriorhodopsin; Solid state NMR, Anabaena Sensory; HET: RET; NMR {Nostoc sp. PCC 7120}
