orf	rhod_classification	tara	contig
SAMEA2623116_2122016_6	type_1	MIC	SAMEA2623116_2122016
SAMEA2620979_335054_60	Unclassified	MIC	SAMEA2620979_335054
SAMEA2621812_555212_2	type_1	MIC	SAMEA2621812_555212
SAMEA2619766_6195_2	type_1	MIC	SAMEA2619766_6195
SAMEA2622822_631553_10	type_1	MIC	SAMEA2622822_631553
SAMEA2621132_2164118_5	Unclassified	MIC	SAMEA2621132_2164118
SAMEA2622822_96969_13	type_1	MIC	SAMEA2622822_96969
SAMEA2623850_2812431_8	type_1	MIC	SAMEA2623850_2812431
SAMEA2620259_221148_2	type_1	MIC	SAMEA2620259_221148
SAMEA2622733_2415006_4	helio	MIC	SAMEA2622733_2415006
SAMEA2620404_627449_3	type_1	MIC	SAMEA2620404_627449
SAMEA2623868_1089273_4	type_1	MIC	SAMEA2623868_1089273
SAMEA2622695_1121619_3	helio	MIC	SAMEA2622695_1121619
SAMEA2622452_2351945_2	type_1	MIC	SAMEA2622452_2351945
SAMEA2622545_3368333_3	Unclassified	MIC	SAMEA2622545_3368333
SAMEA2621859_166720_2	type_1	MIC	SAMEA2621859_166720
SAMEA2623135_1829851_3	helio	MIC	SAMEA2623135_1829851
SAMEA2621401_660077_17	type_1	MIC	SAMEA2621401_660077
SAMEA2620979_1794892_8	helio	MIC	SAMEA2620979_1794892
SAMEA2621259_959127_7	type_1	MIC	SAMEA2621259_959127
SAMEA2620979_779177_31	helio	MIC	SAMEA2620979_779177
SAMEA2620929_2652982_9	helio	MIC	SAMEA2620929_2652982
SAMEA2622097_927456_5	type_1	MIC	SAMEA2622097_927456
SAMEA2619907_993517_7	type_1	MIC	SAMEA2619907_993517
SAMEA2591108_1566718_8	helio	MIC	SAMEA2591108_1566718
SAMEA2622737_105518_8	type_1	MIC	SAMEA2622737_105518
SAMEA2622817_2205006_3	type_1	MIC	SAMEA2622817_2205006
SAMEA2622478_1156587_9	type_1	MIC	SAMEA2622478_1156587
SAMEA2622219_427212_40	type_1	MIC	SAMEA2622219_427212
SAMEA2591122_2086576_16	helio	MIC	SAMEA2591122_2086576
SAMEA2622173_306061_2	type_1	MIC	SAMEA2622173_306061
SAMEA2622837_2096723_10	helio	MIC	SAMEA2622837_2096723
SAMEA2591122_2062803_1	type_1	MIC	SAMEA2591122_2062803
SAMEA2620570_2920566_31	helio	MIC	SAMEA2620570_2920566
SAMEA2619548_2641415_7	type_1	MIC	SAMEA2619548_2641415
SAMEA2622715_831929_1	type_1	MIC	SAMEA2622715_831929
SAMEA2622452_893631_27	type_1	MIC	SAMEA2622452_893631
SAMEA2619952_1036197_58	type_1	MIC	SAMEA2619952_1036197
SAMEA2622173_64069_5	type_1	MIC	SAMEA2622173_64069
SAMEA2623673_2738806_4	helio	MIC	SAMEA2623673_2738806
SAMEA2622765_1234001_1	type_1	MIC	SAMEA2622765_1234001
SAMEA2621839_1204447_22	helio	MIC	SAMEA2621839_1204447
SAMEA2591108_324124_2	type_1	MIC	SAMEA2591108_324124
SAMEA2622021_2078144_11	type_1	MIC	SAMEA2622021_2078144
SAMEA2622545_2011300_13	helio	MIC	SAMEA2622545_2011300
SAMEA2620980_1429918_4	type_1	MIC	SAMEA2620980_1429918
SAMEA2623116_1479855_4	type_1	MIC	SAMEA2623116_1479855
SAMEA2622376_323604_7	helio	MIC	SAMEA2622376_323604
SAMEA2623919_2256086_20	helio	MIC	SAMEA2623919_2256086
SAMEA2623059_369076_2	type_1	MIC	SAMEA2623059_369076
SAMEA2622173_353884_8	type_1	MIC	SAMEA2622173_353884
SAMEA2623116_3701610_5	type_1	MIC	SAMEA2623116_3701610
SAMEA2622716_529501_37	type_1	MIC	SAMEA2622716_529501
SAMEA2621812_1111157_17	helio	MIC	SAMEA2621812_1111157
SAMEA2622677_716203_5	type_1	MIC	SAMEA2622677_716203
SAMEA2621487_16548_9	type_1	MIC	SAMEA2621487_16548
SAMEA2591074_57460_56	type_1	MIC	SAMEA2591074_57460
SAMEA2621044_506239_4	type_1	MIC	SAMEA2621044_506239
SAMEA2619376_158_1	type_1	MIC	SAMEA2619376_158
SAMEA2621423_1106059_48	helio	MIC	SAMEA2621423_1106059
SAMEA2621259_1472578_12	type_1	MIC	SAMEA2621259_1472578
SAMEA2619952_73710_5	type_1	MIC	SAMEA2619952_73710
SAMEA2622119_2716895_4	type_1	MIC	SAMEA2622119_2716895
SAMEA2621044_205772_6	helio	MIC	SAMEA2621044_205772
SAMEA2621044_205772_5	helio	MIC	SAMEA2621044_205772
SAMEA2620035_1387165_2	type_1	MIC	SAMEA2620035_1387165
SAMEA2622545_2581228_23	Unclassified	MIC	SAMEA2622545_2581228
SAMEA2622219_2274403_8	helio	MIC	SAMEA2622219_2274403
SAMEA2621259_855083_6	type_1	MIC	SAMEA2621259_855083
SAMEA2622842_1298022_6	helio	MIC	SAMEA2622842_1298022
SAMEA2622842_1298022_5	helio	MIC	SAMEA2622842_1298022
SAMEA2620929_1600779_6	type_1	MIC	SAMEA2620929_1600779
SAMEA2620980_493799_4	type_1	MIC	SAMEA2620980_493799
SAMEA2591057_863623_6	helio	MIC	SAMEA2591057_863623
SAMEA2619766_7721_9	type_1	MIC	SAMEA2619766_7721
SAMEA2591057_732871_14	helio	MIC	SAMEA2591057_732871
SAMEA2623774_2704369_6	type_1	MIC	SAMEA2623774_2704369
SAMEA2621812_902089_3	type_1	MIC	SAMEA2621812_902089
SAMEA2591108_321857_2	helio	MIC	SAMEA2591108_321857
SAMEA2622097_1172778_23	helio	MIC	SAMEA2622097_1172778
SAMEA2620404_982624_4	helio	MIC	SAMEA2620404_982624
SAMEA2622716_1030288_9	type_1	MIC	SAMEA2622716_1030288
SAMEA2623350_824910_38	type_1	MIC	SAMEA2623350_824910
SAMEA2620979_640358_3	Unclassified	MIC	SAMEA2620979_640358
SAMEA2619766_2573_7	type_1	MIC	SAMEA2619766_2573
SAMEA2621203_1529354_27	type_1	MIC	SAMEA2621203_1529354
SAMEA2622097_1861054_3	Unclassified	MIC	SAMEA2622097_1861054
SAMEA2591122_173472_2	helio	MIC	SAMEA2591122_173472
SAMEA2621536_1796564_8	helio	MIC	SAMEA2621536_1796564
SAMEA2621423_114221_7	type_1	MIC	SAMEA2621423_114221
SAMEA2620570_2386256_9	helio	MIC	SAMEA2620570_2386256
SAMEA2620570_636905_3	helio	MIC	SAMEA2620570_636905
SAMEA2622843_481120_6	type_1	MIC	SAMEA2622843_481120
SAMEA2622316_2293221_27	helio	MIC	SAMEA2622316_2293221
SAMEA2619376_7796_10	type_1	MIC	SAMEA2619376_7796
SAMEA2591084_1427084_6	type_1	MIC	SAMEA2591084_1427084
SAMEA2619531_1981955_46	Unclassified	MIC	SAMEA2619531_1981955
SAMEA2619548_440876_7	helio	MIC	SAMEA2619548_440876
SAMEA2623627_1971532_20	type_1	MIC	SAMEA2623627_1971532
SAMEA2622478_2583172_58	helio	MIC	SAMEA2622478_2583172
SAMEA2620979_1731696_5	type_1	MIC	SAMEA2620979_1731696
SAMEA2622765_419460_5	type_1	MIC	SAMEA2622765_419460
SAMEA2619531_1797533_1	type_1	MIC	SAMEA2619531_1797533
SAMEA2623919_1689955_2	type_1	MIC	SAMEA2623919_1689955
SAMEA2623079_983029_8	type_1	MIC	SAMEA2623079_983029
SAMEA2621509_1177852_14	type_1	MIC	SAMEA2621509_1177852
SAMEA2621221_1254956_3	Unclassified	MIC	SAMEA2621221_1254956
SAMEA2620570_2889169_7	Unclassified	MIC	SAMEA2620570_2889169
SAMEA2623275_2203669_5	type_1	MIC	SAMEA2623275_2203669
SAMEA2623463_1412153_8	type_1	MIC	SAMEA2623463_1412153
SAMEA2622119_1098617_3	helio	MIC	SAMEA2622119_1098617
SAMEA2621075_2180411_7	type_1	MIC	SAMEA2621075_2180411
SAMEA2621423_1321137_5	helio	MIC	SAMEA2621423_1321137
SAMEA2621536_822057_2	type_1	MIC	SAMEA2621536_822057
SAMEA2623850_2607490_4	type_1	MIC	SAMEA2623850_2607490
SAMEA2619678_1473991_1	type_1	MIC	SAMEA2619678_1473991
SAMEA2621045_1145120_9	type_1	MIC	SAMEA2621045_1145120
SAMEA2622074_1468380_3	type_1	MIC	SAMEA2622074_1468380
SAMEA2623135_1985228_7	type_1	MIC	SAMEA2623135_1985228
SAMEA2620081_1978164_5	type_1	MIC	SAMEA2620081_1978164
SAMEA2620217_1394080_25	type_1	MIC	SAMEA2620217_1394080
SAMEA2619376_2008_14	type_1	MIC	SAMEA2619376_2008
SAMEA2619667_11624_8	helio	MIC	SAMEA2619667_11624
SAMEA2619667_11624_9	helio	MIC	SAMEA2619667_11624
SAMEA2620979_1853374_2	type_1	MIC	SAMEA2620979_1853374
SAMEA2620970_436804_8	type_1	MIC	SAMEA2620970_436804
SAMEA2619840_630085_6	type_1	MIC	SAMEA2619840_630085
SAMEA2620194_2396872_1	type_1	MIC	SAMEA2620194_2396872
SAMEA2623919_2110347_4	type_1	MIC	SAMEA2623919_2110347
SAMEA2621487_1689284_2	type_1	MIC	SAMEA2621487_1689284
SAMEA2621277_1263332_17	Unclassified	MIC	SAMEA2621277_1263332
SAMEA2620570_1678108_6	type_1	MIC	SAMEA2620570_1678108
SAMEA2623426_1159016_10	type_1	MIC	SAMEA2623426_1159016
SAMEA2621203_2258910_8	type_1	MIC	SAMEA2621203_2258910
SAMEA2619927_1129017_7	type_1	MIC	SAMEA2619927_1129017
SAMEA2622219_1395153_22	type_1	MIC	SAMEA2622219_1395153
SAMEA2621076_131175_4	type_1	MIC	SAMEA2621076_131175
SAMEA2619952_2510919_4	type_1	MIC	SAMEA2619952_2510919
SAMEA2619667_26627_3	type_1	MIC	SAMEA2619667_26627
SAMEA2623886_1295984_8	helio	MIC	SAMEA2623886_1295984
SAMEA2623116_3441384_1	type_1	MIC	SAMEA2623116_3441384
SAMEA2621812_1612627_11	type_1	MIC	SAMEA2621812_1612627
SAMEA2623627_2146001_11	helio	MIC	SAMEA2623627_2146001
SAMEA2621859_988221_2	type_1	MIC	SAMEA2621859_988221
SAMEA2622021_240472_3	type_1	MIC	SAMEA2622021_240472
SAMEA2621551_1300142_18	type_1	MIC	SAMEA2621551_1300142
SAMEA2621260_416501_11	type_1	MIC	SAMEA2621260_416501
SAMEA2619818_1880_2	type_1	MIC	SAMEA2619818_1880
SAMEA2620570_2523411_42	helio	MIC	SAMEA2620570_2523411
SAMEA2620666_7377_6	type_1	MIC	SAMEA2620666_7377
SAMEA2619857_312267_4	type_1	MIC	SAMEA2619857_312267
SAMEA2621259_853896_86	type_1	MIC	SAMEA2621259_853896
SAMEA2621536_1946247_19	helio	MIC	SAMEA2621536_1946247
SAMEA2620570_39001_3	helio	MIC	SAMEA2620570_39001
SAMEA2622766_1574710_4	helio	MIC	SAMEA2622766_1574710
SAMEA2621203_1697849_8	type_1	MIC	SAMEA2621203_1697849
SAMEA2621076_1668500_11	type_1	MIC	SAMEA2621076_1668500
SAMEA2619766_675_32	type_1	MIC	SAMEA2619766_675
SAMEA2622097_956147_1	Unclassified	MIC	SAMEA2622097_956147
SAMEA2620542_2387917_7	type_1	MIC	SAMEA2620542_2387917
SAMEA2622452_3082956_40	type_1	MIC	SAMEA2622452_3082956
SAMEA2620855_2026574_3	type_1	MIC	SAMEA2620855_2026574
SAMEA2620980_1330703_1	type_1	MIC	SAMEA2620980_1330703
SAMEA2619531_2026006_3	type_1	MIC	SAMEA2619531_2026006
SAMEA2621203_3080127_11	type_1	MIC	SAMEA2621203_3080127
SAMEA2619879_861072_4	type_1	MIC	SAMEA2619879_861072
SAMEA2621132_1222481_8	type_1	MIC	SAMEA2621132_1222481
SAMEA2623116_3599626_3	type_1	MIC	SAMEA2623116_3599626
SAMEA2620230_2190611_3	type_1	MIC	SAMEA2620230_2190611
SAMEA2619399_1500208_6	type_1	MIC	SAMEA2619399_1500208
SAMEA2619667_10185_1	type_1	MIC	SAMEA2619667_10185
SAMEA2619667_8827_6	type_1	MIC	SAMEA2619667_8827
SAMEA2621536_1601225_25	type_1	MIC	SAMEA2621536_1601225
SAMEA2623135_2766230_14	Unclassified	MIC	SAMEA2623135_2766230
SAMEA2591108_904013_4	type_1	MIC	SAMEA2591108_904013
SAMEA2623734_3302266_2	type_1	MIC	SAMEA2623734_3302266
SAMEA2622219_4428129_8	helio	MIC	SAMEA2622219_4428129
SAMEA2621203_1186571_3	helio	MIC	SAMEA2621203_1186571
SAMEA2623426_882410_15	type_1	MIC	SAMEA2623426_882410
SAMEA2619857_851895_7	type_1	MIC	SAMEA2619857_851895
SAMEA2623488_696690_3	helio	MIC	SAMEA2623488_696690
SAMEA2623734_442078_34	helio	MIC	SAMEA2623734_442078
SAMEA2622119_1539659_4	type_1	MIC	SAMEA2622119_1539659
SAMEA2621551_337221_55	type_1	MIC	SAMEA2621551_337221
SAMEA2621203_1962128_79	type_1	MIC	SAMEA2621203_1962128
SAMEA2591108_1477953_5	type_1	MIC	SAMEA2591108_1477953
SAMEA2620979_1840891_35	Unclassified	MIC	SAMEA2620979_1840891
SAMEA2622695_457070_14	type_1	MIC	SAMEA2622695_457070
SAMEA2622843_2054554_2	type_1	MIC	SAMEA2622843_2054554
SAMEA2620230_1436894_6	type_1	MIC	SAMEA2620230_1436894
SAMEA2621221_1884876_1	type_1	MIC	SAMEA2621221_1884876
SAMEA2619548_2353923_4	type_1	MIC	SAMEA2619548_2353923
SAMEA2619927_1173795_5	type_1	MIC	SAMEA2619927_1173795
SAMEA2623275_899171_8	helio	MIC	SAMEA2623275_899171
SAMEA2621812_1070609_4	type_1	MIC	SAMEA2621812_1070609
SAMEA2620979_181175_36	type_1	MIC	SAMEA2620979_181175
SAMEA2621203_1098736_3	type_1	MIC	SAMEA2621203_1098736
SAMEA2623919_2489269_6	type_1	MIC	SAMEA2623919_2489269
SAMEA2620035_105879_11	type_1	MIC	SAMEA2620035_105879
SAMEA2621203_1184903_11	type_1	MIC	SAMEA2621203_1184903
SAMEA2621203_2140394_7	helio	MIC	SAMEA2621203_2140394
SAMEA2591074_886735_4	type_1	MIC	SAMEA2591074_886735
SAMEA2591122_1007180_16	type_1	MIC	SAMEA2591122_1007180
SAMEA2591074_1191599_6	type_1	MIC	SAMEA2591074_1191599
SAMEA2621203_1704304_20	type_1	MIC	SAMEA2621203_1704304
SAMEA2620230_2286053_1	type_1	MIC	SAMEA2620230_2286053
SAMEA2619548_2636264_3	helio	MIC	SAMEA2619548_2636264
SAMEA2621076_456651_16	type_1	MIC	SAMEA2621076_456651
SAMEA2623059_1154397_4	type_1	MIC	SAMEA2623059_1154397
SAMEA2623116_3647135_21	type_1	MIC	SAMEA2623116_3647135
SAMEA2623116_586073_1	type_1	MIC	SAMEA2623116_586073
SAMEA2623275_1540443_60	type_1	MIC	SAMEA2623275_1540443
SAMEA2621277_2007850_2	helio	MIC	SAMEA2621277_2007850
SAMEA2622173_805926_18	type_1	MIC	SAMEA2622173_805926
SAMEA2619927_781061_3	type_1	MIC	SAMEA2619927_781061
SAMEA2621287_2831940_5	type_1	MIC	SAMEA2621287_2831940
SAMEA2622074_1164127_5	helio	MIC	SAMEA2622074_1164127
SAMEA2619927_753932_4	type_1	MIC	SAMEA2619927_753932
SAMEA2620979_1275798_1	helio	MIC	SAMEA2620979_1275798
SAMEA2621551_160655_2	type_1	MIC	SAMEA2621551_160655
SAMEA2620217_1043587_3	type_1	MIC	SAMEA2620217_1043587
SAMEA2622149_2236601_6	type_1	MIC	SAMEA2622149_2236601
SAMEA2621132_1461146_4	Unclassified	MIC	SAMEA2621132_1461146
SAMEA2620786_4114222_1	type_1	MIC	SAMEA2620786_4114222
SAMEA2621401_1664153_2	helio	MIC	SAMEA2621401_1664153
SAMEA2620979_1594719_8	helio	MIC	SAMEA2620979_1594719
SAMEA2621812_1814825_77	type_1	MIC	SAMEA2621812_1814825
SAMEA2622219_1383220_7	type_1	MIC	SAMEA2622219_1383220
SAMEA2622336_531757_3	type_1	MIC	SAMEA2622336_531757
SAMEA2622822_1729720_2	type_1	MIC	SAMEA2622822_1729720
SAMEA2619531_1397858_3	helio	MIC	SAMEA2619531_1397858
SAMEA2620651_540485_5	helio	MIC	SAMEA2620651_540485
SAMEA2621839_2098079_4	helio	MIC	SAMEA2621839_2098079
SAMEA2619531_1397858_4	helio	MIC	SAMEA2619531_1397858
SAMEA2620000_576241_7	type_1	MIC	SAMEA2620000_576241
SAMEA2622695_1379306_2	type_1	MIC	SAMEA2622695_1379306
SAMEA2619399_851392_2	type_1	MIC	SAMEA2619399_851392
SAMEA2619927_687377_7	helio	MIC	SAMEA2619927_687377
SAMEA2621536_1978433_22	type_1	MIC	SAMEA2621536_1978433
SAMEA2620950_2505_4	type_1	MIC	SAMEA2620950_2505
SAMEA2621132_1133525_6	type_1	MIC	SAMEA2621132_1133525
SAMEA2621259_292899_5	type_1	MIC	SAMEA2621259_292899
SAMEA2622766_1082289_20	type_1	MIC	SAMEA2622766_1082289
SAMEA2621076_940612_6	type_1	MIC	SAMEA2621076_940612
SAMEA2621278_1852588_2	type_1	MIC	SAMEA2621278_1852588
SAMEA2621839_2102482_1	type_1	MIC	SAMEA2621839_2102482
SAMEA2623116_1885203_34	helio	MIC	SAMEA2623116_1885203
SAMEA2620194_157481_3	type_1	MIC	SAMEA2620194_157481
SAMEA2620230_2419789_23	type_1	MIC	SAMEA2620230_2419789
SAMEA2591122_492929_4	type_1	MIC	SAMEA2591122_492929
SAMEA2620194_99719_20	type_1	MIC	SAMEA2620194_99719
SAMEA2619766_218_2	type_1	MIC	SAMEA2619766_218
SAMEA2619667_7886_12	type_1	MIC	SAMEA2619667_7886
SAMEA2619678_1907446_76	type_1	MIC	SAMEA2619678_1907446
SAMEA2620666_18746_4	type_1	MIC	SAMEA2620666_18746
SAMEA2621509_1088796_2	type_1	MIC	SAMEA2621509_1088796
SAMEA2621859_1006678_27	type_1	MIC	SAMEA2621859_1006678
SAMEA2620979_650057_1	type_1	MIC	SAMEA2620979_650057
SAMEA2620404_1060125_7	type_1	MIC	SAMEA2620404_1060125
SAMEA2591084_509138_9	type_1	MIC	SAMEA2591084_509138
SAMEA2621020_1996741_53	type_1	MIC	SAMEA2621020_1996741
SAMEA2621423_409853_6	type_1	MIC	SAMEA2621423_409853
SAMEA2620979_1300252_6	type_1	MIC	SAMEA2620979_1300252
SAMEA2619399_1271467_1	type_1	MIC	SAMEA2619399_1271467
SAMEA2622658_488840_2	type_1	MIC	SAMEA2622658_488840
SAMEA2623135_1481465_8	helio	MIC	SAMEA2623135_1481465
SAMEA2620929_65453_4	type_1	MIC	SAMEA2620929_65453
SAMEA2623135_2735055_17	type_1	MIC	SAMEA2623135_2735055
SAMEA2619766_16255_2	type_1	MIC	SAMEA2619766_16255
SAMEA2623350_2385066_7	type_1	MIC	SAMEA2623350_2385066
SAMEA2623116_2257857_4	type_1	MIC	SAMEA2623116_2257857
SAMEA2621812_90986_9	type_1	MIC	SAMEA2621812_90986
SAMEA2621423_2060803_4	type_1	MIC	SAMEA2621423_2060803
SAMEA2621075_2512630_4	type_1	MIC	SAMEA2621075_2512630
SAMEA2621839_1335039_1	type_1	MIC	SAMEA2621839_1335039
SAMEA2622316_176218_2	helio	MIC	SAMEA2622316_176218
SAMEA2591074_483174_23	type_1	MIC	SAMEA2591074_483174
SAMEA2619802_4419_11	type_1	MIC	SAMEA2619802_4419
SAMEA2623426_1027111_7	helio	MIC	SAMEA2623426_1027111
SAMEA2623627_242534_3	type_1	MIC	SAMEA2623627_242534
SAMEA2620194_2510007_3	type_1	MIC	SAMEA2620194_2510007
SAMEA2591122_2271310_3	type_1	MIC	SAMEA2591122_2271310
SAMEA2620570_747590_15	helio	MIC	SAMEA2620570_747590
SAMEA2623426_2654996_3	type_1	MIC	SAMEA2623426_2654996
SAMEA2622173_654706_7	type_1	MIC	SAMEA2622173_654706
SAMEA2623463_2210608_14	type_1	MIC	SAMEA2623463_2210608
SAMEA2619678_705728_76	type_1	MIC	SAMEA2619678_705728
SAMEA2621132_2828502_13	type_1	MIC	SAMEA2621132_2828502
SAMEA2619766_35337_4	type_1	MIC	SAMEA2619766_35337
SAMEA2623079_383332_3	type_1	MIC	SAMEA2623079_383332
SAMEA2622715_2030262_12	type_1	MIC	SAMEA2622715_2030262
SAMEA2621812_1552746_3	type_1	MIC	SAMEA2621812_1552746
SAMEA2619766_3128_15	type_1	MIC	SAMEA2619766_3128
SAMEA2591122_830771_8	type_1	MIC	SAMEA2591122_830771
SAMEA2621423_1592239_6	helio	MIC	SAMEA2621423_1592239
SAMEA2622316_2240009_3	type_1	MIC	SAMEA2622316_2240009
SAMEA2619399_784069_6	type_1	MIC	SAMEA2619399_784069
SAMEA2621536_1986778_5	type_1	MIC	SAMEA2621536_1986778
SAMEA2619376_6932_7	type_1	MIC	SAMEA2619376_6932
SAMEA2621216_3089919_3	helio	MIC	SAMEA2621216_3089919
SAMEA2619952_2362315_9	type_1	MIC	SAMEA2619952_2362315
SAMEA2621551_2365717_3	type_1	MIC	SAMEA2621551_2365717
SAMEA2621021_1019528_3	type_1	MIC	SAMEA2621021_1019528
SAMEA2619667_9487_7	type_1	MIC	SAMEA2619667_9487
SAMEA2619766_7683_1	type_1	MIC	SAMEA2619766_7683
SAMEA2619399_1989091_13	type_1	MIC	SAMEA2619399_1989091
SAMEA2591074_375964_11	type_1	MIC	SAMEA2591074_375964
SAMEA2622695_2065386_3	type_1	MIC	SAMEA2622695_2065386
SAMEA2622923_123286_11	type_1	MIC	SAMEA2622923_123286
SAMEA2621076_2297893_5	type_1	MIC	SAMEA2621076_2297893
SAMEA2621076_1002331_8	type_1	MIC	SAMEA2621076_1002331
SAMEA2621779_206680_9	type_1	MIC	SAMEA2621779_206680
SAMEA2621509_758605_2	type_1	MIC	SAMEA2621509_758605
SAMEA2622219_4931132_1	type_1	MIC	SAMEA2622219_4931132
SAMEA2623627_1855253_2	type_1	MIC	SAMEA2623627_1855253
SAMEA2619782_18560_9	helio	MIC	SAMEA2619782_18560
SAMEA2623275_2582910_1	type_1	MIC	SAMEA2623275_2582910
SAMEA2622219_4424780_3	type_1	MIC	SAMEA2622219_4424780
SAMEA2622652_7801_5	type_1	MIC	SAMEA2622652_7801
SAMEA2621423_1552228_3	type_1	MIC	SAMEA2621423_1552228
SAMEA2623868_1205902_3	helio	MIC	SAMEA2623868_1205902
SAMEA2622219_3735296_4	type_1	MIC	SAMEA2622219_3735296
SAMEA2620980_65050_68	type_1	MIC	SAMEA2620980_65050
SAMEA2620828_1493979_5_split_2	helio	MIC	SAMEA2620828_1493979
SAMEA2620828_1493979_5_split_1	helio	MIC	SAMEA2620828_1493979
SAMEA2620339_2134054_13	type_1	MIC	SAMEA2620339_2134054
SAMEA2619531_1173413_22	type_1	MIC	SAMEA2619531_1173413
SAMEA2623826_2834261_1	type_1	MIC	SAMEA2623826_2834261
SAMEA2621132_3311040_29	type_1	MIC	SAMEA2621132_3311040
SAMEA2623390_2005742_4	type_1	MIC	SAMEA2623390_2005742
SAMEA2619399_1397592_7	type_1	MIC	SAMEA2619399_1397592
SAMEA2619766_4908_2	type_1	MIC	SAMEA2619766_4908
SAMEA2622362_1333351_12	type_1	MIC	SAMEA2622362_1333351
SAMEA2621242_1307226_86	helio	MIC	SAMEA2621242_1307226
SAMEA2619531_812357_1	type_1	MIC	SAMEA2619531_812357
SAMEA2620970_236937_2	type_1	MIC	SAMEA2620970_236937
SAMEA2621839_1130732_22	helio	MIC	SAMEA2621839_1130732
SAMEA2622316_213743_4	Unclassified	MIC	SAMEA2622316_213743
SAMEA2621277_3096713_3	helio	MIC	SAMEA2621277_3096713
SAMEA2622478_784896_10	type_1	MIC	SAMEA2622478_784896
SAMEA2621259_182200_7	type_1	MIC	SAMEA2621259_182200
SAMEA2622822_834132_5	helio	MIC	SAMEA2622822_834132
SAMEA2623734_2276203_29	type_1	MIC	SAMEA2623734_2276203
SAMEA2591108_508452_2	type_1	MIC	SAMEA2591108_508452
SAMEA2622695_1391709_7	type_1	MIC	SAMEA2622695_1391709
SAMEA2622316_2222703_19	helio	MIC	SAMEA2622316_2222703
SAMEA2622766_1755535_8	type_1	MIC	SAMEA2622766_1755535
SAMEA2621176_2169514_3_split_1	helio	MIC	SAMEA2621176_2169514
SAMEA2621176_2169514_3_split_2	helio	MIC	SAMEA2621176_2169514
SAMEA2620979_1482444_6	type_1	MIC	SAMEA2620979_1482444
SAMEA2623627_1525500_12	type_1	MIC	SAMEA2623627_1525500
SAMEA2621075_2935068_2	type_1	MIC	SAMEA2621075_2935068
SAMEA2621551_2619725_4	type_1	MIC	SAMEA2621551_2619725
SAMEA2619782_3477_5	type_1	MIC	SAMEA2619782_3477
SAMEA2620979_662545_4	type_1	MIC	SAMEA2620979_662545
SAMEA2620980_1493497_4	helio	MIC	SAMEA2620980_1493497
SAMEA2620980_19116_14	type_1	MIC	SAMEA2620980_19116
SAMEA2620570_292808_2	type_1	MIC	SAMEA2620570_292808
SAMEA2622097_1132801_5	type_1	MIC	SAMEA2622097_1132801
SAMEA2622316_434266_5	type_1	MIC	SAMEA2622316_434266
SAMEA2623627_556729_8	type_1	MIC	SAMEA2623627_556729
SAMEA2620979_1192201_8	type_1	MIC	SAMEA2620979_1192201
SAMEA2622657_1561873_9	type_1	MIC	SAMEA2622657_1561873
SAMEA2623627_1549160_3	type_1	MIC	SAMEA2623627_1549160
SAMEA2623135_239033_3	type_1	MIC	SAMEA2623135_239033
SAMEA2621839_90689_3	Unclassified	MIC	SAMEA2621839_90689
SAMEA2623919_1184092_5	type_1	MIC	SAMEA2623919_1184092
SAMEA2621487_693183_2	type_1	MIC	SAMEA2621487_693183
SAMEA2619927_1264471_3	type_1	MIC	SAMEA2619927_1264471
SAMEA2621075_1126699_2	Unclassified	MIC	SAMEA2621075_1126699
SAMEA2623370_1093360_2	type_1	MIC	SAMEA2623370_1093360
SAMEA2621839_2216306_3	type_1	MIC	SAMEA2621839_2216306
SAMEA2621839_759274_12	Unclassified	MIC	SAMEA2621839_759274
SAMEA2623390_509341_3	type_1	MIC	SAMEA2623390_509341
SAMEA2620979_610591_6	type_1	MIC	SAMEA2620979_610591
SAMEA2620855_383706_6	type_1	MIC	SAMEA2620855_383706
SAMEA2619818_3383_4	type_1	MIC	SAMEA2619818_3383
SAMEA2621278_2132769_13	type_1	MIC	SAMEA2621278_2132769
SAMEA2621075_1882793_3	type_1	MIC	SAMEA2621075_1882793
SAMEA2622518_556882_2	type_1	MIC	SAMEA2622518_556882
SAMEA2622097_328144_2	helio	MIC	SAMEA2622097_328144
SAMEA2591122_592547_5	type_1	MIC	SAMEA2591122_592547
SAMEA2623673_1734317_36	type_1	MIC	SAMEA2623673_1734317
SAMEA2623463_92848_8	helio	MIC	SAMEA2623463_92848
SAMEA2622219_1361490_12	helio	MIC	SAMEA2622219_1361490
SAMEA2622694_123_4	helio	VIR	SAMEA2622694_123
SAMEA2622821_86_9	Unclassified	VIR	SAMEA2622821_86
SAMEA2619888_13449_4	helio	VIR	SAMEA2619888_13449
SAMEA2622656_166220_6	helio	VIR	SAMEA2622656_166220
SAMEA2622694_5662_3	type_1	VIR	SAMEA2622694_5662
SAMEA2619779_1465_3	type_1	VIR	SAMEA2619779_1465
SAMEA2619888_5436_11	type_1	VIR	SAMEA2619888_5436
SAMEA2620894_2057_7_split_1	helio	VIR	SAMEA2620894_2057
SAMEA2622694_2378_7	type_1	VIR	SAMEA2622694_2378
SAMEA2619888_16323_2	Unclassified	VIR	SAMEA2619888_16323
SAMEA2622799_485_24	helio	VIR	SAMEA2622799_485
SAMEA2622821_36_75	Unclassified	VIR	SAMEA2622821_36
SAMEA2620384_81_21	type_1	VIR	SAMEA2620384_81
SAMEA2621448_243_5	type_1	VIR	SAMEA2621448_243
